Year,Grade Level,Topic,Measure,Breakout,Breakout Value,% of students County,CI +/- County,% of students State,CI +/- State
2021,12,School Risk and Protective Factors,Academic Failure,Academic  Failure,High Risk,100.0%,0.0%,100.0%,0.0%
2021,12,School Risk and Protective Factors,Academic Failure,Low Commitment to School,Low Risk,25.5%,3.8%,33.4%,2.8%
2021,12,School Risk and Protective Factors,Academic Failure,Low Commitment to School,High Risk,50.4%,4.1%,58.3%,2.6%
2021,12,School Risk and Protective Factors,Academic Failure,Poor Family Management,Low Risk,38.4%,3.4%,45.2%,2.3%
2021,12,School Risk and Protective Factors,Academic Failure,Poor Family Management,High Risk,40.6%,5.8%,53.1%,4.0%
2021,12,School Risk and Protective Factors,Academic Failure,Favorable Attitudes Toward Drug Use,Low Risk,39.7%,4.1%,42.9%,2.7%
2021,12,School Risk and Protective Factors,Academic Failure,Favorable Attitudes Toward Drug Use,High Risk,38.1%,4.1%,51.6%,2.9%
2021,12,School Risk and Protective Factors,Academic Failure,Peers Attitudes Favorable Towards Drug Use,Low Risk,39.6%,4.0%,43.5%,2.6%
2021,12,School Risk and Protective Factors,Academic Failure,Peers Attitudes Favorable Towards Drug Use,High Risk,37.9%,4.2%,52.1%,3.1%
2021,12,School Risk and Protective Factors,Academic Failure,Migrant Status,Non-migrant,38.2%,2.9%,46.8%,2.0%
2021,12,School Risk and Protective Factors,Academic Failure,Migrant Status,Migrant,52.5%,12.8%,55.8%,8.0%
2021,12,School Risk and Protective Factors,Academic Failure,Lost Home Due to Finances,No,38.7%,3.0%,46.7%,2.0%
2021,12,School Risk and Protective Factors,Academic Failure,Lost Home Due to Finances,Yes,37.5%,19.4%,65.7%,11.1%
2021,12,School Risk and Protective Factors,Academic Failure,Not Enough Money for Food in Past Year,No,37.7%,3.0%,45.4%,2.1%
2021,12,School Risk and Protective Factors,Academic Failure,Not Enough Money for Food in Past Year,Yes,60.4%,13.2%,67.7%,6.5%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Grades in School,Mostly A's,44.2%,3.7%,43.4%,2.8%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Grades in School,Mostly B's,64.4%,6.4%,57.4%,3.9%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Grades in School,Mostly C's,76.1%,7.7%,72.9%,4.3%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Grades in School,Mostly D's/F's,84.6%,8.8%,76.5%,5.2%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Gender Identity,Male,53.1%,4.3%,57.2%,2.9%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Gender Identity,Female,52.4%,4.4%,50.8%,3.0%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Gender Identity,Transgender,58.3%,27.9%,62.5%,23.7%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Sexual Orientation,Heterosexual,50.1%,3.5%,52.3%,2.4%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Sexual Orientation,Gay or Lesbian,56.6%,13.4%,57.8%,10.6%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Sexual Orientation,Bisexual,68.5%,7.5%,63.4%,5.1%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Sexual Orientation,Questioning,55.1%,11.8%,60.4%,9.1%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Race/Ethnicity,Asian,48.2%,7.1%,52.1%,7.1%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Race/Ethnicity,Black,49.0%,13.7%,60.0%,11.5%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Race/Ethnicity,Hispanic,50.6%,10.9%,49.5%,4.7%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Race/Ethnicity,White,53.9%,4.0%,56.5%,2.7%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Race/Ethnicity,Multi-race,58.6%,7.3%,58.3%,4.7%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Academic  Failure,Low Risk,44.0%,3.8%,43.5%,2.7%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Academic  Failure,High Risk,70.0%,4.4%,68.2%,2.7%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Low Commitment to School,High Risk,100.0%,0.0%,100.0%,0.0%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Poor Family Management,Low Risk,50.1%,3.4%,49.5%,2.3%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Poor Family Management,High Risk,66.5%,5.5%,73.7%,3.5%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Favorable Attitudes Toward Drug Use,Low Risk,48.1%,4.2%,48.9%,2.7%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Favorable Attitudes Toward Drug Use,High Risk,60.3%,4.1%,63.1%,2.8%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Peers Attitudes Favorable Towards Drug Use,Low Risk,45.5%,4.0%,47.1%,2.6%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Peers Attitudes Favorable Towards Drug Use,High Risk,63.6%,4.1%,67.3%,2.9%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Migrant Status,Non-migrant,53.7%,3.0%,55.2%,2.0%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Migrant Status,Migrant,53.3%,12.6%,53.6%,7.9%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Lost Home Due to Finances,No,53.8%,3.0%,55.2%,2.0%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Lost Home Due to Finances,Yes,64.0%,18.8%,68.1%,10.8%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Not Enough Money for Food in Past Year,No,53.0%,3.0%,53.9%,2.1%
2021,12,School Risk and Protective Factors,Low Commitment to School Scale,Not Enough Money for Food in Past Year,Yes,73.1%,12.1%,72.2%,6.1%
2021,6,Violence and Safety,Feeling Unsafe During School,Grades in School,Mostly A's,7.7%,1.4%,12.2%,1.1%
2021,6,Violence and Safety,Feeling Unsafe During School,Grades in School,Mostly B's,13.4%,2.0%,18.0%,1.4%
2021,6,Violence and Safety,Feeling Unsafe During School,Grades in School,Mostly C's,19.7%,4.4%,21.8%,2.6%
2021,6,Violence and Safety,Feeling Unsafe During School,Grades in School,Mostly D's/F's,33.9%,8.4%,33.4%,5.0%
2021,6,Violence and Safety,Feeling Unsafe During School,Gender Identity,Male,11.9%,1.6%,16.2%,1.2%
2021,6,Violence and Safety,Feeling Unsafe During School,Gender Identity,Female,11.8%,1.6%,16.7%,1.2%
2021,6,Violence and Safety,Feeling Unsafe During School,Race/Ethnicity,Native American,15.2%,6.9%,20.5%,4.3%
2021,6,Violence and Safety,Feeling Unsafe During School,Race/Ethnicity,Asian,11.4%,2.7%,13.3%,2.4%
2021,6,Violence and Safety,Feeling Unsafe During School,Race/Ethnicity,Black,16.3%,5.3%,19.9%,3.8%
2021,6,Violence and Safety,Feeling Unsafe During School,Race/Ethnicity,Hispanic,16.0%,4.1%,17.6%,2.1%
2021,6,Violence and Safety,Feeling Unsafe During School,Race/Ethnicity,Pacific Islander,17.4%,11.0%,21.5%,6.1%
2021,6,Violence and Safety,Feeling Unsafe During School,Race/Ethnicity,White,8.0%,1.8%,12.2%,1.4%
2021,6,Violence and Safety,Feeling Unsafe During School,Race/Ethnicity,Multi-race,13.6%,3.4%,18.9%,2.4%
2021,6,Violence and Safety,Feeling Unsafe During School,Academic  Failure,Low Risk,8.9%,1.4%,13.0%,1.1%
2021,6,Violence and Safety,Feeling Unsafe During School,Academic  Failure,High Risk,17.6%,2.3%,21.6%,1.4%
2021,6,Violence and Safety,Feeling Unsafe During School,Low Commitment to School,Low Risk,4.4%,1.1%,6.8%,0.9%
2021,6,Violence and Safety,Feeling Unsafe During School,Low Commitment to School,High Risk,18.6%,1.9%,23.8%,1.2%
2021,6,Violence and Safety,Feeling Unsafe During School,Peers Attitudes Favorable Towards Drug Use,Low Risk,9.6%,1.2%,12.8%,0.9%
2021,6,Violence and Safety,Feeling Unsafe During School,Peers Attitudes Favorable Towards Drug Use,High Risk,21.2%,3.5%,26.7%,2.2%
2021,6,Violence and Safety,Feeling Unsafe During School,Migrant Status,Non-migrant,11.2%,1.2%,15.9%,0.9%
2021,6,Violence and Safety,Feeling Unsafe During School,Migrant Status,Migrant,19.1%,4.4%,20.7%,2.5%
2021,6,Violence and Safety,Feeling Unsafe During School,Military Parents,Non-militrary,11.1%,1.2%,15.4%,0.9%
2021,6,Violence and Safety,Feeling Unsafe During School,Military Parents,Military,16.6%,3.4%,20.8%,1.9%
2021,6,Violence and Safety,Weapon Carrying at School,Grades in School,Mostly A's,0.8%,0.5%,1.4%,0.4%
2021,6,Violence and Safety,Weapon Carrying at School,Grades in School,Mostly B's,1.3%,0.7%,1.7%,0.5%
2021,6,Violence and Safety,Weapon Carrying at School,Grades in School,Mostly C's,3.1%,2.0%,3.0%,1.1%
2021,6,Violence and Safety,Weapon Carrying at School,Grades in School,Mostly D's/F's,6.2%,4.4%,5.0%,2.4%
2021,6,Violence and Safety,Weapon Carrying at School,Gender Identity,Male,1.5%,0.6%,1.8%,0.4%
2021,6,Violence and Safety,Weapon Carrying at School,Gender Identity,Female,1.4%,0.6%,1.8%,0.4%
2021,6,Violence and Safety,Weapon Carrying at School,Race/Ethnicity,Asian,1.0%,0.8%,1.3%,0.8%
2021,6,Violence and Safety,Weapon Carrying at School,Race/Ethnicity,Black,1.1%,1.5%,1.2%,1.1%
2021,6,Violence and Safety,Weapon Carrying at School,Race/Ethnicity,Hispanic,2.0%,1.6%,1.7%,0.7%
2021,6,Violence and Safety,Weapon Carrying at School,Race/Ethnicity,Pacific Islander,2.2%,4.2%,2.4%,2.3%
2021,6,Violence and Safety,Weapon Carrying at School,Race/Ethnicity,White,1.8%,0.9%,1.7%,0.6%
2021,6,Violence and Safety,Weapon Carrying at School,Race/Ethnicity,Multi-race,1.3%,1.2%,2.3%,0.9%
2021,6,Violence and Safety,Weapon Carrying at School,Academic  Failure,Low Risk,1.0%,0.5%,1.3%,0.4%
2021,6,Violence and Safety,Weapon Carrying at School,Academic  Failure,High Risk,2.4%,0.9%,2.6%,0.6%
2021,6,Violence and Safety,Weapon Carrying at School,Low Commitment to School,Low Risk,0.6%,0.4%,0.8%,0.3%
2021,6,Violence and Safety,Weapon Carrying at School,Low Commitment to School,High Risk,2.1%,0.7%,2.5%,0.5%
2021,6,Violence and Safety,Weapon Carrying at School,Peers Attitudes Favorable Towards Drug Use,Low Risk,0.5%,0.3%,0.7%,0.2%
2021,6,Violence and Safety,Weapon Carrying at School,Peers Attitudes Favorable Towards Drug Use,High Risk,5.7%,2.0%,5.6%,1.1%
2021,6,Violence and Safety,Weapon Carrying at School,Migrant Status,Non-migrant,1.4%,0.4%,1.6%,0.3%
2021,6,Violence and Safety,Weapon Carrying at School,Migrant Status,Migrant,2.1%,1.6%,3.7%,1.2%
2021,6,Violence and Safety,Weapon Carrying at School,Military Parents,Non-militrary,1.2%,0.4%,1.6%,0.3%
2021,6,Violence and Safety,Weapon Carrying at School,Military Parents,Military,2.6%,1.5%,2.6%,0.7%
2021,8,Violence and Safety,Feeling Unsafe During School,Grades in School,Mostly A's,11.9%,1.7%,11.8%,1.1%
2021,8,Violence and Safety,Feeling Unsafe During School,Grades in School,Mostly B's,15.7%,2.5%,17.0%,1.7%
2021,8,Violence and Safety,Feeling Unsafe During School,Grades in School,Mostly C's,21.3%,4.3%,20.4%,2.5%
2021,8,Violence and Safety,Feeling Unsafe During School,Grades in School,Mostly D's/F's,24.2%,4.8%,27.9%,3.2%
2021,8,Violence and Safety,Feeling Unsafe During School,Gender Identity,Male,12.4%,1.8%,12.0%,1.2%
2021,8,Violence and Safety,Feeling Unsafe During School,Gender Identity,Female,14.1%,2.1%,15.8%,1.4%
2021,8,Violence and Safety,Feeling Unsafe During School,Gender Identity,Transgender,18.8%,19.1%,30.5%,11.8%
2021,8,Violence and Safety,Feeling Unsafe During School,Sexual Orientation,Heterosexual,11.7%,1.5%,12.1%,1.0%
2021,8,Violence and Safety,Feeling Unsafe During School,Sexual Orientation,Gay or Lesbian,29.5%,8.4%,28.8%,5.4%
2021,8,Violence and Safety,Feeling Unsafe During School,Sexual Orientation,Bisexual,21.2%,4.5%,26.2%,3.1%
2021,8,Violence and Safety,Feeling Unsafe During School,Sexual Orientation,Questioning,15.9%,4.7%,16.8%,3.5%
2021,8,Violence and Safety,Feeling Unsafe During School,Race/Ethnicity,Native American,4.8%,9.1%,17.3%,5.8%
2021,8,Violence and Safety,Feeling Unsafe During School,Race/Ethnicity,Asian,12.2%,2.8%,13.5%,2.9%
2021,8,Violence and Safety,Feeling Unsafe During School,Race/Ethnicity,Black,18.2%,5.2%,13.7%,4.2%
2021,8,Violence and Safety,Feeling Unsafe During School,Race/Ethnicity,Hispanic,18.4%,4.0%,17.8%,2.4%
2021,8,Violence and Safety,Feeling Unsafe During School,Race/Ethnicity,Pacific Islander,11.4%,9.4%,11.4%,7.0%
2021,8,Violence and Safety,Feeling Unsafe During School,Race/Ethnicity,White,13.5%,2.0%,13.6%,1.2%
2021,8,Violence and Safety,Feeling Unsafe During School,Race/Ethnicity,Multi-race,17.5%,3.4%,22.6%,2.4%
2021,8,Violence and Safety,Feeling Unsafe During School,Academic  Failure,Low Risk,14.0%,2.5%,12.9%,1.6%
2021,8,Violence and Safety,Feeling Unsafe During School,Academic  Failure,High Risk,21.8%,3.1%,24.0%,2.1%
2021,8,Violence and Safety,Feeling Unsafe During School,Low Commitment to School,Low Risk,6.8%,2.0%,6.7%,1.3%
2021,8,Violence and Safety,Feeling Unsafe During School,Low Commitment to School,High Risk,25.1%,2.9%,25.9%,1.9%
2021,8,Violence and Safety,Feeling Unsafe During School,Poor Family Management,Low Risk,12.6%,2.1%,13.2%,1.4%
2021,8,Violence and Safety,Feeling Unsafe During School,Poor Family Management,High Risk,26.5%,4.0%,25.9%,2.6%
2021,8,Violence and Safety,Feeling Unsafe During School,Favorable Attitudes Toward Drug Use,Low Risk,14.9%,2.2%,14.8%,1.5%
2021,8,Violence and Safety,Feeling Unsafe During School,Favorable Attitudes Toward Drug Use,High Risk,23.1%,3.9%,23.8%,2.5%
2021,8,Violence and Safety,Feeling Unsafe During School,Peers Attitudes Favorable Towards Drug Use,Low Risk,14.3%,2.0%,13.9%,1.3%
2021,8,Violence and Safety,Feeling Unsafe During School,Peers Attitudes Favorable Towards Drug Use,High Risk,26.7%,4.6%,28.4%,3.0%
2021,8,Violence and Safety,Feeling Unsafe During School,Any Disability,No,10.5%,1.8%,10.7%,1.2%
2021,8,Violence and Safety,Feeling Unsafe During School,Any Disability,Yes,23.9%,4.9%,26.9%,3.2%
2021,8,Violence and Safety,Feeling Unsafe During School,Physical Disability,No,12.8%,1.8%,13.9%,1.2%
2021,8,Violence and Safety,Feeling Unsafe During School,Physical Disability,Yes,21.2%,7.9%,21.2%,5.0%
2021,8,Violence and Safety,Feeling Unsafe During School,Emotional/Learning Disability,No,11.4%,1.8%,11.9%,1.2%
2021,8,Violence and Safety,Feeling Unsafe During School,Emotional/Learning Disability,Yes,27.8%,6.8%,32.0%,4.4%
2021,8,Violence and Safety,Feeling Unsafe During School,Others Think I Have Disability,No,12.0%,1.8%,12.1%,1.2%
2021,8,Violence and Safety,Feeling Unsafe During School,Others Think I Have Disability,Yes,26.3%,7.4%,32.2%,4.6%
2021,8,Violence and Safety,Feeling Unsafe During School,Physical Activity Limited by Disability,No,12.1%,1.8%,13.6%,1.2%
2021,8,Violence and Safety,Feeling Unsafe During School,Physical Activity Limited by Disability,Yes,29.3%,9.3%,27.0%,5.7%
2021,8,Violence and Safety,Feeling Unsafe During School,Migrant Status,Non-migrant,14.8%,1.3%,15.8%,0.9%
2021,8,Violence and Safety,Feeling Unsafe During School,Migrant Status,Migrant,19.3%,4.7%,20.6%,2.9%
2021,8,Violence and Safety,Feeling Unsafe During School,Military Parents,Non-militrary,12.6%,1.9%,13.7%,1.3%
2021,8,Violence and Safety,Feeling Unsafe During School,Military Parents,Military,15.7%,5.0%,16.6%,2.6%
2021,8,Violence and Safety,Feeling Unsafe During School,Lost Home Due to Finances,No,15.0%,1.3%,15.7%,0.9%
2021,8,Violence and Safety,Feeling Unsafe During School,Lost Home Due to Finances,Yes,21.8%,10.9%,32.1%,7.2%
2021,8,Violence and Safety,Feeling Unsafe During School,Not Enough Money for Food in Past Year,No,14.4%,1.3%,15.1%,0.9%
2021,8,Violence and Safety,Feeling Unsafe During School,Not Enough Money for Food in Past Year,Yes,33.0%,8.8%,35.2%,5.0%
2021,8,Violence and Safety,Gang Involvement,Grades in School,Mostly A's,3.4%,0.9%,2.2%,0.5%
2021,8,Violence and Safety,Gang Involvement,Grades in School,Mostly B's,4.9%,1.5%,3.5%,0.8%
2021,8,Violence and Safety,Gang Involvement,Grades in School,Mostly C's,4.6%,2.2%,5.5%,1.4%
2021,8,Violence and Safety,Gang Involvement,Grades in School,Mostly D's/F's,5.0%,2.5%,5.7%,1.7%
2021,8,Violence and Safety,Gang Involvement,Gender Identity,Male,4.5%,1.1%,4.1%,0.7%
2021,8,Violence and Safety,Gang Involvement,Gender Identity,Female,2.7%,1.0%,2.5%,0.6%
2021,8,Violence and Safety,Gang Involvement,Gender Identity,Transgender,15.8%,16.4%,8.3%,7.0%
2021,8,Violence and Safety,Gang Involvement,Sexual Orientation,Heterosexual,3.9%,0.9%,3.3%,0.5%
2021,8,Violence and Safety,Gang Involvement,Sexual Orientation,Gay or Lesbian,2.6%,2.9%,4.9%,2.5%
2021,8,Violence and Safety,Gang Involvement,Sexual Orientation,Bisexual,4.8%,2.3%,4.3%,1.4%
2021,8,Violence and Safety,Gang Involvement,Sexual Orientation,Questioning,3.4%,2.3%,2.7%,1.5%
2021,8,Violence and Safety,Gang Involvement,Race/Ethnicity,Native American,8.0%,10.6%,4.3%,3.1%
2021,8,Violence and Safety,Gang Involvement,Race/Ethnicity,Asian,5.1%,1.8%,3.6%,1.6%
2021,8,Violence and Safety,Gang Involvement,Race/Ethnicity,Black,3.8%,2.6%,4.1%,2.4%
2021,8,Violence and Safety,Gang Involvement,Race/Ethnicity,Hispanic,4.2%,2.0%,3.7%,1.2%
2021,8,Violence and Safety,Gang Involvement,Race/Ethnicity,Pacific Islander,4.3%,5.9%,3.8%,4.2%
2021,8,Violence and Safety,Gang Involvement,Race/Ethnicity,White,3.0%,1.0%,2.6%,0.6%
2021,8,Violence and Safety,Gang Involvement,Race/Ethnicity,Multi-race,4.3%,1.8%,4.8%,1.2%
2021,8,Violence and Safety,Gang Involvement,Academic  Failure,Low Risk,4.1%,1.4%,2.1%,0.7%
2021,8,Violence and Safety,Gang Involvement,Academic  Failure,High Risk,4.1%,1.5%,4.1%,1.0%
2021,8,Violence and Safety,Gang Involvement,Low Commitment to School,Low Risk,3.4%,1.4%,1.7%,0.7%
2021,8,Violence and Safety,Gang Involvement,Low Commitment to School,High Risk,4.3%,1.4%,4.0%,0.8%
2021,8,Violence and Safety,Gang Involvement,Poor Family Management,Low Risk,3.0%,1.1%,2.4%,0.6%
2021,8,Violence and Safety,Gang Involvement,Poor Family Management,High Risk,5.0%,1.9%,4.5%,1.2%
2021,8,Violence and Safety,Gang Involvement,Favorable Attitudes Toward Drug Use,Low Risk,3.1%,1.0%,2.3%,0.6%
2021,8,Violence and Safety,Gang Involvement,Favorable Attitudes Toward Drug Use,High Risk,5.5%,2.1%,4.7%,1.2%
2021,8,Violence and Safety,Gang Involvement,Peers Attitudes Favorable Towards Drug Use,Low Risk,3.4%,1.0%,2.3%,0.6%
2021,8,Violence and Safety,Gang Involvement,Peers Attitudes Favorable Towards Drug Use,High Risk,5.9%,2.4%,5.1%,1.5%
2021,8,Violence and Safety,Gang Involvement,Any Disability,No,3.1%,1.0%,3.3%,0.7%
2021,8,Violence and Safety,Gang Involvement,Any Disability,Yes,7.5%,3.0%,5.2%,1.6%
2021,8,Violence and Safety,Gang Involvement,Physical Disability,No,3.5%,1.0%,3.5%,0.7%
2021,8,Violence and Safety,Gang Involvement,Physical Disability,Yes,12.4%,6.3%,7.7%,3.3%
2021,8,Violence and Safety,Gang Involvement,Emotional/Learning Disability,No,3.6%,1.0%,3.6%,0.7%
2021,8,Violence and Safety,Gang Involvement,Emotional/Learning Disability,Yes,8.1%,4.1%,5.3%,2.1%
2021,8,Violence and Safety,Gang Involvement,Others Think I Have Disability,No,3.7%,1.0%,3.6%,0.7%
2021,8,Violence and Safety,Gang Involvement,Others Think I Have Disability,Yes,8.0%,4.5%,5.3%,2.2%
2021,8,Violence and Safety,Gang Involvement,Physical Activity Limited by Disability,No,3.6%,1.0%,3.5%,0.6%
2021,8,Violence and Safety,Gang Involvement,Physical Activity Limited by Disability,Yes,9.6%,6.0%,6.4%,3.1%
2021,8,Violence and Safety,Gang Involvement,Migrant Status,Non-migrant,3.5%,0.7%,3.1%,0.4%
2021,8,Violence and Safety,Gang Involvement,Migrant Status,Migrant,9.7%,3.5%,8.0%,1.9%
2021,8,Violence and Safety,Gang Involvement,Military Parents,Non-militrary,4.1%,1.1%,3.3%,0.7%
2021,8,Violence and Safety,Gang Involvement,Military Parents,Military,4.8%,2.9%,5.5%,1.6%
2021,8,Violence and Safety,Gang Involvement,Lost Home Due to Finances,No,4.0%,0.7%,3.3%,0.4%
2021,8,Violence and Safety,Gang Involvement,Lost Home Due to Finances,Yes,9.1%,7.6%,9.3%,4.5%
2021,8,Violence and Safety,Gang Involvement,Not Enough Money for Food in Past Year,No,3.7%,0.7%,3.2%,0.4%
2021,8,Violence and Safety,Gang Involvement,Not Enough Money for Food in Past Year,Yes,10.5%,5.6%,6.8%,2.7%
2021,8,Violence and Safety,Gangs at School,Grades in School,Mostly A's,37.6%,2.5%,37.3%,1.7%
2021,8,Violence and Safety,Gangs at School,Grades in School,Mostly B's,33.2%,3.3%,34.9%,2.2%
2021,8,Violence and Safety,Gangs at School,Grades in School,Mostly C's,37.4%,5.1%,33.4%,2.9%
2021,8,Violence and Safety,Gangs at School,Grades in School,Mostly D's/F's,31.5%,5.2%,26.6%,3.2%
2021,8,Violence and Safety,Gangs at School,Gender Identity,Male,37.9%,2.6%,38.4%,1.7%
2021,8,Violence and Safety,Gangs at School,Gender Identity,Female,35.1%,2.8%,33.9%,1.8%
2021,8,Violence and Safety,Gangs at School,Gender Identity,Transgender,5.3%,10.0%,21.7%,10.4%
2021,8,Violence and Safety,Gangs at School,Sexual Orientation,Heterosexual,37.3%,2.3%,37.5%,1.5%
2021,8,Violence and Safety,Gangs at School,Sexual Orientation,Gay or Lesbian,28.9%,8.3%,27.2%,5.2%
2021,8,Violence and Safety,Gangs at School,Sexual Orientation,Bisexual,31.8%,5.0%,29.6%,3.2%
2021,8,Violence and Safety,Gangs at School,Sexual Orientation,Questioning,27.5%,5.7%,30.6%,4.3%
2021,8,Violence and Safety,Gangs at School,Race/Ethnicity,Native American,24.0%,16.8%,31.1%,7.1%
2021,8,Violence and Safety,Gangs at School,Race/Ethnicity,Asian,33.2%,3.9%,37.9%,4.0%
2021,8,Violence and Safety,Gangs at School,Race/Ethnicity,Black,44.1%,6.7%,40.7%,5.9%
2021,8,Violence and Safety,Gangs at School,Race/Ethnicity,Hispanic,32.1%,4.7%,31.7%,2.9%
2021,8,Violence and Safety,Gangs at School,Race/Ethnicity,Pacific Islander,39.1%,14.1%,44.3%,11.0%
2021,8,Violence and Safety,Gangs at School,Race/Ethnicity,White,37.0%,2.8%,36.2%,1.7%
2021,8,Violence and Safety,Gangs at School,Race/Ethnicity,Multi-race,33.8%,4.2%,31.3%,2.7%
2021,8,Violence and Safety,Gangs at School,Academic  Failure,Low Risk,39.2%,3.5%,38.4%,2.3%
2021,8,Violence and Safety,Gangs at School,Academic  Failure,High Risk,33.8%,3.5%,32.1%,2.3%
2021,8,Violence and Safety,Gangs at School,Low Commitment to School,Low Risk,39.3%,3.8%,38.2%,2.5%
2021,8,Violence and Safety,Gangs at School,Low Commitment to School,High Risk,34.5%,3.1%,32.9%,2.0%
2021,8,Violence and Safety,Gangs at School,Poor Family Management,Low Risk,36.4%,3.0%,36.0%,2.0%
2021,8,Violence and Safety,Gangs at School,Poor Family Management,High Risk,36.5%,4.2%,33.6%,2.7%
2021,8,Violence and Safety,Gangs at School,Favorable Attitudes Toward Drug Use,Low Risk,36.9%,2.9%,35.8%,1.9%
2021,8,Violence and Safety,Gangs at School,Favorable Attitudes Toward Drug Use,High Risk,35.3%,4.4%,33.5%,2.8%
2021,8,Violence and Safety,Gangs at School,Peers Attitudes Favorable Towards Drug Use,Low Risk,37.8%,2.8%,36.8%,1.9%
2021,8,Violence and Safety,Gangs at School,Peers Attitudes Favorable Towards Drug Use,High Risk,31.2%,4.7%,30.4%,3.0%
2021,8,Violence and Safety,Gangs at School,Any Disability,No,36.3%,2.8%,36.4%,1.9%
2021,8,Violence and Safety,Gangs at School,Any Disability,Yes,28.5%,5.2%,29.4%,3.2%
2021,8,Violence and Safety,Gangs at School,Physical Disability,No,34.7%,2.6%,35.0%,1.7%
2021,8,Violence and Safety,Gangs at School,Physical Disability,Yes,30.5%,8.8%,30.2%,5.6%
2021,8,Violence and Safety,Gangs at School,Emotional/Learning Disability,No,35.5%,2.6%,35.3%,1.7%
2021,8,Violence and Safety,Gangs at School,Emotional/Learning Disability,Yes,27.3%,6.7%,30.2%,4.3%
2021,8,Violence and Safety,Gangs at School,Others Think I Have Disability,No,35.4%,2.6%,35.6%,1.7%
2021,8,Violence and Safety,Gangs at School,Others Think I Have Disability,Yes,25.4%,7.3%,27.7%,4.4%
2021,8,Violence and Safety,Gangs at School,Physical Activity Limited by Disability,No,35.7%,2.6%,35.3%,1.7%
2021,8,Violence and Safety,Gangs at School,Physical Activity Limited by Disability,Yes,20.0%,8.1%,25.6%,5.6%
2021,8,Violence and Safety,Gangs at School,Migrant Status,Non-migrant,35.8%,1.8%,35.3%,1.2%
2021,8,Violence and Safety,Gangs at School,Migrant Status,Migrant,33.2%,5.5%,30.6%,3.3%
2021,8,Violence and Safety,Gangs at School,Military Parents,Non-militrary,35.1%,2.7%,35.7%,1.9%
2021,8,Violence and Safety,Gangs at School,Military Parents,Military,32.4%,6.4%,30.0%,3.2%
2021,8,Violence and Safety,Gangs at School,Lost Home Due to Finances,No,35.6%,1.8%,35.0%,1.2%
2021,8,Violence and Safety,Gangs at School,Lost Home Due to Finances,Yes,32.7%,12.4%,32.5%,7.3%
2021,8,Violence and Safety,Gangs at School,Not Enough Money for Food in Past Year,No,35.7%,1.8%,35.0%,1.2%
2021,8,Violence and Safety,Gangs at School,Not Enough Money for Food in Past Year,Yes,28.9%,8.3%,30.3%,4.9%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Grades in School,Mostly A's,4.0%,1.4%,5.3%,1.1%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Grades in School,Mostly B's,9.2%,2.9%,8.1%,1.8%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Grades in School,Mostly C's,13.6%,5.4%,14.0%,3.1%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Grades in School,Mostly D's/F's,13.6%,5.9%,19.1%,4.0%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Gender Identity,Male,6.1%,1.8%,6.7%,1.2%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Gender Identity,Female,8.5%,2.3%,10.0%,1.6%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Gender Identity,Transgender,21.4%,21.5%,12.5%,11.5%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Sexual Orientation,Heterosexual,6.6%,1.6%,7.3%,1.1%
